,text
10801,Formal operational stageIn the work of Jean Piaget this stage begins around age twelve and involves the ability to effectively reason about possible or hypotheticalevents and not just actual events
10802,FunctionalismA school of psychology pioneered by William James that focused on the way the mind functions
10803,GABA neuro transmitters are targeted by antianxiety medications that also act as tranquilizers
10804,GeneralizeabilityIf the results of a study can be applied to a larger population we say the study is generalizeable
10805,GerontologyThe field of study that focuses on aging and late life
10806,It is created out of the relationships between the parts
10807,The mind is not a passiverecipient of sensory stimuli but an active organizer of information
10808,Gestalt psychotherapy A school of psychotherapy founded by Fritz Perls in the s
10809,Distinct from Gestalt psychology it is the body of research derived from Max Wertheimers experiments with perception
10810,GlutamateThe main excitatory neurotransmitter in the brain it activates the ner vous system and appears to be involved in learning and memory
10811,Grey matterThe brain tissue made up of dendrites and cell bodies as well as glial cells and capillaries
10812,GyrusThe outer surface of the brains folds are referred to as gyri
10813,HallucinationA perceptual experience of something that is not really there
10814,Handy Psychology     PM  Page HindbrainA section of the neural tube that will develop into the brain stem and cere bellum
